DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19970403,0.0196,-0.0202,-0.2499,-0.8287,0.1717,0.4182
19970404,0.0196,1.1451,0.1683,-1.3222,0.2171,-0.0224
19970407,0.0196,0.7746,0.4880,-0.2169,0.3450,-0.0628
19970408,0.0196,0.4254,-0.0934,-0.2405,0.0034,-0.1331
19970409,0.0196,-0.5831,0.8024,0.1643,-0.0685,-0.8104
19970410,0.0196,-0.4236,0.0043,0.4574,-0.3374,0.1541
19970411,0.0196,-2.4825,0.6488,0.3856,-0.2839,0.1041
19970414,0.0196,0.5530,-0.5038,-0.3690,0.4621,0.5567
19970415,0.0196,1.1951,-0.8524,0.3180,0.4905,-0.1822
19970416,0.0196,0.8122,-1.0578,0.2587,0.4125,0.4057
19970417,0.0196,-0.1139,0.3160,-0.4620,-0.3057,0.1612
19970418,0.0196,0.4173,-0.2120,0.3624,0.2398,0.4724
19970421,0.0196,-0.9869,-0.1426,0.5209,0.4423,0.4792
19970422,0.0196,1.3961,-1.2415,0.1859,1.0767,0.7973
19970423,0.0196,-0.0308,-0.4333,-0.7269,-0.0100,-0.1957
19970424,0.0196,-0.2217,0.3952,-0.1030,0.1264,-0.1173
19970425,0.0196,-0.9488,0.1675,0.8091,0.0387,-0.0038
19970428,0.0196,0.8144,-0.9056,-0.2453,-0.1310,0.5052
19970429,0.0196,2.4153,-1.2983,-0.3662,0.3914,0.4859
19970430,0.0196,0.9319,-0.5250,-0.6750,0.2381,-0.3337
19970501,0.0203,-0.0918,1.0298,-0.5237,-0.2207,-0.0251
19970502,0.0203,1.9297,0.7582,-0.6894,0.3654,0.3562
19970505,0.0203,2.1662,-0.1308,-0.6596,0.1156,0.2597
19970506,0.0203,-0.3108,0.2795,0.4977,-0.4252,-0.4841
19970507,0.0203,-1.1752,0.8405,-0.2321,-0.2040,0.0366
19970508,0.0203,0.4173,-0.4797,-0.0821,0.0863,-0.0658
19970509,0.0203,0.5119,0.2324,0.0367,0.2886,-0.0896
19970512,0.0203,1.2951,-0.7563,0.1154,0.3361,-0.0539
19970513,0.0203,-0.4429,0.1965,-0.0518,-0.3783,-0.3004
19970514,0.0203,0.3510,0.0290,0.0948,-0.2607,0.0401
19970515,0.0203,0.5843,-0.3072,-0.7741,0.2446,0.1777
19970516,0.0203,-1.1227,0.9273,0.4283,-0.2900,-0.6371
19970519,0.0203,0.2792,-0.0564,0.1224,0.1247,-0.1731
19970520,0.0203,0.9172,-0.2830,-0.7075,0.3609,0.3608
19970521,0.0203,-0.1305,0.6230,0.0006,0.2205,0.1751
19970522,0.0203,-0.2651,0.7861,0.1970,-0.0734,-0.1222
19970523,0.0203,1.2645,-0.1433,-0.3554,-0.0939,-0.1147
19970527,0.0203,0.2991,-0.0833,-0.6672,0.3448,0.4863
19970528,0.0203,-0.1085,0.4628,-0.2606,-0.2097,-0.1947
19970529,0.0203,-0.2787,0.4433,0.2446,-0.4782,-0.6827
19970530,0.0203,0.5542,0.2364,0.2439,-0.0298,-0.3333
19970602,0.0178,-0.0469,0.9339,-0.1000,0.0702,-0.3215
19970603,0.0178,-0.1627,0.3547,0.9411,-0.1456,-0.6046
19970604,0.0178,-0.4435,0.5598,0.1645,-0.0874,-0.3112
19970605,0.0178,0.4218,0.2967,-0.3082,-0.1650,-0.1666
19970606,0.0178,1.4131,-0.7308,-0.1962,0.5082,0.4513
19970609,0.0178,0.4838,-0.3656,-0.5324,-0.1699,-0.2021
19970610,0.0178,0.1429,-0.5190,0.4640,-0.3829,-0.3927
19970611,0.0178,0.4078,-0.3269,0.1281,0.0132,0.3154
19970612,0.0178,1.2872,-1.0468,0.3494,0.1287,0.2753
19970613,0.0178,0.9839,-0.3960,0.0343,0.7030,0.4623
19970616,0.0178,0.0447,-0.0073,-0.1700,0.4214,0.5587
19970617,0.0178,0.1254,0.1822,-0.4584,0.3026,0.2260
19970618,0.0178,-0.3776,0.4081,0.0400,-0.3115,-0.6397
19970619,0.0178,0.9469,-0.1051,-0.3331,0.1413,0.1446
19970620,0.0178,-0.0357,-0.5327,-0.0893,0.2060,-0.0433
19970623,0.0178,-1.8406,1.2541,0.0179,0.1782,-0.1030
19970624,0.0178,1.6147,-0.8079,0.0745,0.4444,0.9913
19970625,0.0178,-0.7138,0.1369,-0.0128,-0.1713,-0.1894
19970626,0.0178,-0.5049,0.2756,0.0696,0.1648,-0.0334
19970627,0.0178,0.4176,0.2102,0.2910,0.1213,-0.3504
19970630,0.0178,-0.0979,1.2038,-0.1756,0.1093,0.1040
19970701,0.0195,0.5533,-0.7621,0.2541,-0.4629,-0.2995
19970702,0.0195,1.1653,-1.0034,-0.2876,0.3095,0.0812
19970703,0.0195,1.2025,-0.8087,-0.1195,0.3080,0.2644
19970707,0.0195,-0.3502,0.2927,-0.2876,0.3213,0.2948
19970708,0.0195,0.6944,-0.4586,-0.3384,0.2908,0.5094
19970709,0.0195,-0.9463,0.7080,-0.2580,-0.0891,0.0956
19970710,0.0195,0.5682,0.1074,-0.2489,0.2414,-0.1757
19970711,0.0195,0.4364,0.3942,-0.4085,-0.0087,-0.1633
19970714,0.0195,0.2346,0.2801,-0.6625,0.6600,0.4962
19970715,0.0195,0.7440,0.0007,-0.4210,0.3091,0.1719
19970716,0.0195,1.1335,-0.3108,-0.9992,0.2132,0.0815
19970717,0.0195,-0.5492,0.2694,0.4700,0.0955,-0.1143
19970718,0.0195,-1.4097,1.0355,0.3232,-0.1970,-0.3396
19970721,0.0195,-0.4016,-0.0426,0.1812,0.2120,0.0966
19970722,0.0195,1.9871,-1.4503,-0.2172,0.3420,0.7311
19970723,0.0195,0.2859,0.1588,-0.1863,0.0397,0.4261
19970724,0.0195,0.3128,-0.0164,0.0688,-0.3223,-0.2397
19970725,0.0195,-0.1152,0.1807,-0.0093,-0.3903,-0.5736
19970728,0.0195,-0.2276,0.2310,0.2726,-0.4434,-0.1602
19970729,0.0195,0.5323,-0.2146,-0.0289,-0.1984,-0.2876
19970730,0.0195,1.0896,-0.1600,0.2138,0.1036,0.2779
19970731,0.0195,0.1832,0.1918,-0.1789,-0.1043,0.0804
19970801,0.0193,-0.5662,0.5906,-0.0723,0.1358,0.2912
19970804,0.0193,0.3028,-0.0053,-0.0742,0.0612,-0.1061
19970805,0.0193,0.3422,0.2946,-0.6129,0.1670,0.2140
19970806,0.0193,0.7408,0.0355,-0.0386,0.1015,-0.0269
19970807,0.0193,-0.7696,0.5917,0.0830,-0.2237,0.3718
19970808,0.0193,-1.8109,0.3373,0.0314,-0.3736,-0.2247
19970811,0.0193,0.1593,-0.3150,0.5637,-0.3522,-0.0281
19970812,0.0193,-0.9282,0.6613,0.2696,-0.4592,-0.0155
19970813,0.0193,-0.2607,0.5211,-0.4163,0.1687,0.1476
19970814,0.0193,0.2581,-0.0754,0.1440,0.1718,0.5109
19970815,0.0193,-2.0500,1.4055,0.0198,-0.5339,-0.2593
19970818,0.0193,0.8147,-0.8163,0.2085,0.5750,0.6679
19970819,0.0193,1.3846,-0.2417,-0.6721,0.0690,0.0550
19970820,0.0193,1.3584,-0.2020,-0.3465,0.0209,0.1657
19970821,0.0193,-1.2316,0.8497,0.1420,0.0107,-0.1675
19970822,0.0193,-0.2765,-0.1957,0.3190,-0.2487,-0.0554
19970825,0.0193,-0.1197,0.8975,-0.2955,-0.1906,-0.2183
19970826,0.0193,-0.6055,0.8285,0.1582,-0.2955,-0.4052
19970827,0.0193,0.1847,0.6462,0.1463,0.0930,0.0297
19970828,0.0193,-0.8137,1.0399,-0.0555,-0.3188,-0.4824
19970829,0.0193,-0.2081,0.6376,-0.2430,-0.0225,-0.0507
19970902,0.0217,2.4426,-1.3054,0.0420,0.5831,0.6075
19970903,0.0217,0.1760,0.0289,0.0216,-0.0343,-0.1139
19970904,0.0217,0.2787,0.0636,-0.2032,-0.0903,-0.0335
19970905,0.0217,0.0206,0.8849,-0.2652,-0.1725,-0.1854
19970908,0.0217,0.3229,0.6368,-0.0775,0.1160,-0.0780
19970909,0.0217,0.2703,0.1747,-0.0070,-0.2761,0.0110
19970910,0.0217,-1.2252,1.0917,0.1605,-0.5860,-0.5703
19970911,0.0217,-0.6288,0.4896,0.1952,-0.1584,-0.1060
19970912,0.0217,1.1878,-0.5300,-0.1201,-0.1947,-0.4191
19970915,0.0217,-0.3149,0.3910,0.4222,-0.2785,-0.8531
19970916,0.0217,2.2540,-1.3449,-0.2256,0.4752,0.5731
19970917,0.0217,-0.0797,0.3583,-0.2437,0.1554,-0.4217
19970918,0.0217,0.3508,-0.2829,0.0710,-0.2665,-0.0311
19970919,0.0217,0.2984,-0.1510,-0.1862,0.1078,0.1128
19970922,0.0217,0.4953,-0.1186,0.3510,0.4958,0.3839
19970923,0.0217,-0.2826,0.4520,-0.1793,0.0258,0.1709
19970924,0.0217,-0.6241,0.7206,0.1120,-0.6528,-0.4325
19970925,0.0217,-0.6191,0.3808,-0.0650,-0.4010,-0.5352
19970926,0.0217,0.6378,-0.2944,0.4105,0.2109,0.0572
19970929,0.0217,0.7272,-0.3750,-0.1251,0.1760,-0.0646
19970930,0.0217,-0.4266,0.9592,-0.1833,-0.1709,-0.5119
19971001,0.0170,0.6261,-0.4418,0.3005,0.0755,-0.2827
19971002,0.0170,0.5521,0.1346,-0.0990,0.0260,0.3347
19971003,0.0170,0.4831,0.0838,-0.4073,-0.1214,0.0534
19971006,0.0170,0.6832,-0.3365,0.2051,0.1617,-0.2268
19971007,0.0170,0.8968,-0.5317,-0.0530,0.3425,0.1393
19971008,0.0170,-0.6116,0.6598,-0.4511,0.0537,-0.0494
19971009,0.0170,-0.1970,0.5826,-0.3848,-0.2361,-0.4774
19971010,0.0170,-0.2766,0.3884,0.1902,-0.0327,-0.0728
19971013,0.0170,0.0970,0.2653,0.0811,0.0975,0.1867
19971014,0.0170,0.0345,-0.2430,0.3943,-0.2753,-0.1871
19971015,0.0170,-0.3275,-0.1926,-0.1589,-0.3571,-0.3791
19971016,0.0170,-1.0520,-0.0561,0.3162,-0.3050,-0.3975
19971017,0.0170,-1.3088,-0.6803,0.5704,-0.2608,-0.0858
19971020,0.0170,1.1038,-0.2176,-0.0925,-0.1691,-0.2108
19971021,0.0170,1.6467,-0.7067,0.2218,0.3418,0.0686
19971022,0.0170,-0.2934,0.3329,0.3129,0.0377,-0.0112
19971023,0.0170,-1.8529,-0.0923,0.5834,-0.1026,-0.0888
19971024,0.0170,-0.8115,0.4215,0.6015,-0.7986,-0.5082
19971027,0.0170,-6.5755,0.3142,1.2408,-0.0280,0.9004
19971028,0.0170,4.1120,-2.1251,-1.0236,0.7453,0.4481
19971029,0.0170,0.0723,1.2336,0.0248,-0.3067,-0.6953
19971030,0.0170,-1.6101,0.0890,0.4006,0.0705,-0.1810
19971031,0.0170,1.1746,-0.1431,-0.1527,-0.0069,0.2306
19971103,0.0198,2.3117,-0.7808,-0.1882,0.4126,0.2097
19971104,0.0198,0.2312,0.1188,-0.2949,0.4176,0.1075
19971105,0.0198,0.3418,0.2914,-0.2336,0.0369,-0.1168
19971106,0.0198,-0.5121,0.0796,0.5500,-0.2279,-0.4315
19971107,0.0198,-1.2783,-0.5591,0.3517,-0.0163,0.3639
19971110,0.0198,-0.5281,0.4054,0.5388,-0.3532,-0.1755
19971111,0.0198,0.0498,-0.7137,0.5715,-0.1214,0.5358
19971112,0.0198,-1.9566,-0.2986,0.8036,-0.2953,-0.2521
19971113,0.0198,0.8406,-0.8595,-0.3894,1.0340,1.2709
19971114,0.0198,1.2134,-0.2623,-0.4081,0.3777,0.3747
19971117,0.0198,1.8431,-0.1962,-0.5777,0.2493,0.0681
19971118,0.0198,-0.7966,-0.2977,0.7815,-0.4939,0.4572
19971119,0.0198,0.4568,-0.5904,0.2700,0.2810,0.6563
19971120,0.0198,1.3717,-0.5102,-0.1050,0.4850,0.4088
19971121,0.0198,0.2548,-0.6741,0.4507,-0.1286,-0.0458
19971124,0.0198,-1.6742,-0.0409,0.6828,-0.1339,-0.0179
19971125,0.0198,0.3516,-0.8119,0.2784,-0.1351,0.3677
19971126,0.0198,0.1772,0.1397,-0.1852,0.0677,-0.2726
19971128,0.0198,0.3630,0.0581,-0.0614,-0.0321,0.1785
19971201,0.0210,1.7904,-0.5320,0.0462,0.6890,0.6583
19971202,0.0210,-0.3272,-0.2615,0.1528,-0.2275,-0.8936
19971203,0.0210,0.5271,-0.3841,0.1587,0.4702,-0.1724
19971204,0.0210,-0.1995,0.4616,0.1267,0.1741,-0.3888
19971205,0.0210,0.9682,-0.4901,-0.2984,0.0759,-0.1748
19971208,0.0210,0.0410,0.7623,-0.6142,0.0115,0.0760
19971209,0.0210,-0.7414,-0.0493,0.4627,0.3372,-0.3612
19971210,0.0210,-0.7933,-0.7452,0.5329,-0.2347,-0.1488
19971211,0.0210,-1.5811,-0.5420,0.8515,-0.5460,-0.4837
19971212,0.0210,-0.2972,-0.3036,0.4729,-0.1474,-0.3479
19971215,0.0210,0.6698,-1.2546,0.4644,-0.0281,0.5832
19971216,0.0210,0.6004,0.3198,-0.3088,0.7453,0.4306
19971217,0.0210,-0.1500,0.2231,-0.1560,-0.2299,-0.5152
19971218,0.0210,-1.0808,-0.2328,0.5290,-0.3505,-0.1859
19971219,0.0210,-0.6800,0.3828,-0.0713,0.3757,0.4975
19971222,0.0210,0.5798,-0.2279,0.5559,0.5404,0.8818
19971223,0.0210,-1.2139,0.9806,0.4742,-0.4148,-0.3140
19971224,0.0210,-0.5767,0.1916,0.2441,-0.4205,-0.4655
19971226,0.0210,0.3265,-0.2366,0.0102,0.1089,0.0798
19971229,0.0210,1.6074,-0.7926,-0.3335,0.5243,0.0055
19971230,0.0210,1.7615,-0.2608,-0.5181,0.4604,-0.2929
19971231,0.0210,0.2043,0.8005,-0.6435,-0.2576,-0.8493
19980102,0.0210,0.2204,-0.1264,-0.1480,0.0334,0.7562
19980105,0.0210,0.2199,0.3718,-0.0609,0.5691,0.7727
19980106,0.0210,-1.0394,0.1440,0.1861,-0.2036,0.1117
19980107,0.0210,-0.3776,-0.5019,0.0136,0.0699,-0.4774
19980108,0.0210,-0.8162,0.0941,0.4319,-0.0624,0.3783
19980109,0.0210,-2.9837,0.2544,0.5053,-0.2672,-0.1660
19980112,0.0210,0.7433,-1.6932,0.7178,0.6457,0.9728
19980113,0.0210,1.5047,0.1082,-0.7679,0.1300,0.0293
19980114,0.0210,0.6126,0.1578,-0.1734,-0.1418,-0.5026
19980115,0.0210,-0.6054,0.6241,-0.0021,-0.0257,0.0528
19980116,0.0210,1.0794,0.1218,-0.2011,-0.0797,-0.3870
19980120,0.0210,1.6258,-0.4402,-0.4403,0.6449,0.1377
19980121,0.0210,-0.6551,0.1409,-0.2819,-0.0772,-0.3570
19980122,0.0210,-0.8007,0.0081,0.2697,-0.0046,0.2161
19980123,0.0210,-0.5607,0.2306,-0.1725,0.1327,0.1105
19980126,0.0210,-0.2533,-0.5812,0.5757,-0.0886,-0.0350
19980127,0.0210,0.9735,-0.3272,-0.4093,0.7495,0.8647
19980128,0.0210,1.0063,0.1236,-0.6728,-0.0275,0.0159
19980129,0.0210,0.7830,-0.2134,-0.4260,0.1070,-0.1974
19980130,0.0210,-0.4035,0.3203,-0.2099,0.0991,0.2327
19980202,0.0202,1.9293,-1.0462,-0.1717,0.3882,0.5223
19980203,0.0202,0.5298,0.5038,-0.3316,0.1163,0.2036
19980204,0.0202,0.2194,0.7258,-0.9097,0.2940,-0.2508
19980205,0.0202,-0.1516,0.6533,0.2347,0.0430,-0.4856
19980206,0.0202,0.7550,-0.2677,0.0429,-0.1554,0.1095
19980209,0.0202,-0.0869,0.6546,0.0387,0.0677,-0.0971
19980210,0.0202,0.8082,-0.0682,-0.5135,-0.1907,0.0228
19980211,0.0202,0.1588,-0.0091,-0.1037,-0.0521,-0.3172
19980212,0.0202,0.3587,-0.3428,0.0719,-0.0927,-0.0550
19980213,0.0202,-0.2486,0.6263,-0.1313,-0.1430,-0.3879
19980217,0.0202,0.1495,-0.1847,0.1579,-0.1083,0.2788
19980218,0.0202,0.8003,-0.5585,-0.1898,0.3461,0.0216
19980219,0.0202,-0.2322,0.4252,-0.3912,0.2905,0.1108
19980220,0.0202,0.3820,-0.3978,0.1090,-0.0470,-0.1029
19980223,0.0202,0.4419,0.0633,-0.4080,0.3581,0.4530
19980224,0.0202,-0.7356,0.4542,0.4723,-0.0613,0.2640
19980225,0.0202,1.1383,-0.3100,-0.2922,0.2012,0.1908
19980226,0.0202,0.5576,-0.0947,-0.1237,-0.2139,-0.3685
19980227,0.0202,0.0497,0.1433,0.0900,-0.0277,-0.3830
19980302,0.0203,-0.1633,0.1346,0.4506,-0.2579,-0.5302
19980303,0.0203,0.3403,-0.1839,0.2380,0.0160,-0.2058
19980304,0.0203,-0.4247,0.2837,-0.2080,-0.4004,-0.3598
19980305,0.0203,-1.0368,-0.1094,0.5182,-0.2763,-0.5627
19980306,0.0203,1.8518,-0.2830,-0.3259,0.3596,0.1105
19980309,0.0203,-0.3242,-0.2240,0.7117,-0.3062,-0.3674
19980310,0.0203,1.0666,-0.4339,0.0200,-0.0505,-0.0053
19980311,0.0203,0.4964,0.0984,0.0848,-0.0784,0.1125
19980312,0.0203,0.1240,0.1880,-0.0585,-0.0872,-0.1461
19980313,0.0203,-0.0769,0.3901,-0.3141,-0.0302,0.0265
19980316,0.0203,0.8799,-0.1097,0.0474,-0.0102,0.5594
19980317,0.0203,0.0980,-0.2188,0.6533,-0.2303,0.1815
19980318,0.0203,0.4742,-0.1913,-0.1315,0.0558,-0.2244
19980319,0.0203,0.3929,0.0468,-0.1711,-0.0944,0.0511
19980320,0.0203,0.5679,-0.7407,0.4578,0.0913,-0.3155
19980323,0.0203,-0.3369,0.0314,-0.3504,-0.0389,0.1546
19980324,0.0203,0.8512,-0.1425,-0.3042,0.1801,0.1740
19980325,0.0203,-0.2458,0.2914,-0.2320,0.3983,0.0336
19980326,0.0203,-0.0580,0.2264,-0.1801,0.0931,-0.1798
19980327,0.0203,-0.4011,0.3740,-0.1650,-0.1200,-0.0459
19980330,0.0203,-0.2185,-0.0868,0.0824,0.2348,0.4337
19980331,0.0203,0.7719,0.3664,-0.3996,0.4199,0.0602
19980401,0.0205,0.5985,-0.0043,-0.2390,0.0355,-0.1651
19980402,0.0205,0.8402,-0.6855,0.2356,-0.1977,0.1232
19980403,0.0205,0.1947,-0.0256,-0.4290,0.0187,-0.1554
19980406,0.0205,-0.3054,0.0650,0.4590,-0.1098,-0.2622
19980407,0.0205,-1.0533,-0.8459,0.8035,-0.5059,0.0111
19980408,0.0205,-0.4863,0.7685,-0.1141,-0.0133,0.0862
19980409,0.0205,0.8098,0.4107,-0.1533,0.0076,0.0894
19980413,0.0205,-0.0238,0.1315,0.0439,0.2501,-0.0503
19980414,0.0205,0.6633,0.0472,-0.1934,-0.5001,0.0540
19980415,0.0205,0.3696,0.0498,-0.0007,0.3341,0.4697
19980416,0.0205,-0.8784,0.1520,0.0654,-0.3018,0.5339
19980417,0.0205,1.1173,-0.2914,0.2375,0.1626,0.0046
19980420,0.0205,0.1667,0.4554,-0.4086,0.5408,0.3479
19980421,0.0205,0.2357,0.4114,-0.4424,0.1021,0.1657
19980422,0.0205,0.2883,-0.2098,-0.2855,0.1678,0.6801
19980423,0.0205,-1.1266,-0.1777,0.5324,0.0171,0.0194
19980424,0.0205,-0.9758,0.1117,0.0702,0.0479,0.8372
19980427,0.0205,-2.1425,-0.4422,0.3702,-0.1442,0.4531
19980428,0.0205,0.1510,0.7786,-0.1763,-0.2131,-0.6807
19980429,0.0205,0.8937,-0.0104,-0.4301,-0.2694,-0.3639
19980430,0.0205,1.4690,-0.1680,0.2343,0.3745,0.0861
19980501,0.0190,0.6031,-0.3803,-0.0614,-0.3111,-0.2774
19980504,0.0190,0.1481,-0.1780,0.3016,0.1285,0.3037
19980505,0.0190,-0.5884,-0.1057,0.1764,-0.0675,0.1748
19980506,0.0190,-0.8291,0.3888,-0.1727,-0.2481,0.1440
19980507,0.0190,-0.8321,0.3721,0.2956,-0.2719,0.0698
19980508,0.0190,1.0722,-0.4817,-0.3245,0.1527,0.3539
19980511,0.0190,-0.2495,-0.3726,0.6813,0.0435,-0.0598
19980512,0.0190,0.5328,-0.5949,-0.0076,0.3241,0.3564
19980513,0.0190,0.2691,0.0328,-0.0624,0.3466,0.1961
19980514,0.0190,-0.1771,-0.1819,0.0776,0.1715,-0.1835
19980515,0.0190,-0.7774,0.3879,0.2980,-0.1663,-0.5121
19980518,0.0190,-0.4370,-0.6577,0.3351,0.6733,0.3927
19980519,0.0190,0.3842,0.3443,-0.5439,0.4666,0.2213
19980520,0.0190,0.4734,-0.8634,0.5452,0.3648,0.0623
19980521,0.0190,-0.3594,0.2816,0.0234,0.0436,-0.2904
19980522,0.0190,-0.5495,-0.1715,0.3552,-0.0986,0.1919
19980526,0.0190,-1.4974,-0.4778,0.4919,0.0865,0.3055
19980527,0.0190,-0.3635,-1.2104,-0.1037,0.6807,0.7630
19980528,0.0190,0.5584,0.6872,-0.1590,-0.0746,-0.4245
19980529,0.0190,-0.4217,0.4570,0.1406,-0.4112,-0.6746
19980601,0.0182,-0.3299,-0.9712,1.1378,-0.0083,0.0470
19980602,0.0182,0.1805,-0.1753,-0.1633,0.4720,0.4454
19980603,0.0182,-0.7771,0.5731,0.4037,-0.2337,-0.4993
19980604,0.0182,0.9886,-0.4229,-0.2880,0.4000,0.4650
19980605,0.0182,1.4540,-1.0499,-0.0828,0.4044,0.2390
19980608,0.0182,0.2743,0.2139,-0.3351,0.1642,-0.3500
19980609,0.0182,0.2511,-0.1944,-0.0647,0.2266,0.1753
19980610,0.0182,-0.7048,-0.3016,0.3518,0.3087,-0.2393
19980611,0.0182,-1.4619,0.1345,0.2806,0.1781,-0.1594
19980612,0.0182,0.0875,-0.8366,0.2191,0.1491,0.4355
19980615,0.0182,-1.9195,-0.1567,0.1945,0.1017,0.1837
19980616,0.0182,0.9881,-0.0733,-0.8189,-0.0593,0.0751
19980617,0.0182,1.6299,-0.1749,-0.2541,0.6095,-0.3937
19980618,0.0182,-0.1422,-0.7349,-0.1133,0.0793,-0.1633
19980619,0.0182,-0.4177,0.3056,-0.1253,-0.1496,-0.0956
19980622,0.0182,0.3271,0.1410,-0.4030,0.0318,0.0140
19980623,0.0182,1.3499,-0.2648,-0.6965,0.3670,-0.1004
19980624,0.0182,1.1288,-0.1837,-0.7661,-0.1524,0.0963
19980625,0.0182,-0.3191,0.1088,0.2105,-0.0582,-0.1515
19980626,0.0182,0.2949,-0.1028,0.2297,-0.0636,0.6021
19980629,0.0182,0.5558,0.1225,-0.2797,0.3681,-0.1487
19980630,0.0182,-0.1985,0.8079,-0.2052,-0.0664,-0.2270
19980701,0.0176,1.1263,-0.7511,0.2597,-0.2313,-0.1100
19980702,0.0176,-0.1950,0.0769,0.6462,0.0511,-0.4887
19980706,0.0176,0.8505,-0.5386,-0.2024,0.3511,-0.3413
19980707,0.0176,-0.1687,0.0100,-0.3772,-0.0046,0.2090
19980708,0.0176,0.8990,-0.5801,-0.4545,0.2190,-0.0784
19980709,0.0176,-0.5085,0.6196,-0.2446,-0.0291,0.1004
19980710,0.0176,0.3119,-0.4356,0.0708,0.3263,0.0210
19980713,0.0176,0.1026,-0.0913,-0.2108,0.2609,0.4505
19980714,0.0176,0.8270,-0.4934,0.5384,-0.0087,-0.1286
19980715,0.0176,-0.0789,0.3278,-0.6436,-0.4527,0.1140
19980716,0.0176,0.6496,-0.4663,0.0203,0.1638,0.4756
19980717,0.0176,0.1997,-0.4928,-0.1565,-0.4098,-0.1991
19980720,0.0176,-0.1324,-0.3142,-0.2198,-0.1277,0.0646
19980721,0.0176,-1.5934,0.1826,0.6040,0.2053,0.0708
19980722,0.0176,-0.2824,-0.9165,0.6979,0.1639,0.3643
19980723,0.0176,-2.0452,0.3882,0.6697,-0.0153,0.1151
19980724,0.0176,-0.1525,-0.4583,0.4384,0.4636,0.5830
19980727,0.0176,0.2021,-1.4251,0.1142,0.6278,0.8842
19980728,0.0176,-1.4949,0.2522,0.2384,-0.0100,0.3400
19980729,0.0176,-0.4597,0.0963,0.4688,-0.0874,0.2880
19980730,0.0176,1.4557,-1.0857,-0.6576,-0.3546,0.2379
19980731,0.0176,-1.8667,0.0377,0.3500,-0.1198,-0.0834
19980803,0.0191,-0.8669,-0.8032,0.3217,0.2785,0.9335
19980804,0.0191,-3.5470,0.6165,0.6027,0.1509,0.5316
19980805,0.0191,0.4762,-1.0806,0.2860,-0.0242,0.9519
19980806,0.0191,1.0673,0.7594,-1.4761,-0.6818,-0.1364
19980807,0.0191,0.3935,1.4824,-0.4430,-0.4168,-0.7713
19980810,0.0191,-0.5845,-0.4049,0.2182,-0.1257,0.0046
19980811,0.0191,-1.6619,-1.2443,1.1278,0.5043,0.8901
19980812,0.0191,1.5410,0.2098,-0.5566,-0.1465,-0.3590
19980813,0.0191,-0.8704,-0.3136,0.4728,0.1775,0.4470
19980814,0.0191,-0.9603,0.5261,-0.0411,0.0346,0.5298
19980817,0.0191,1.5154,-1.4655,-0.0036,0.6662,0.8439
19980818,0.0191,1.6093,-0.0974,-0.5047,0.2132,0.1080
19980819,0.0191,-0.4599,-0.8862,0.3884,0.1211,0.1161
19980820,0.0191,-0.6695,-0.5889,0.4295,0.0102,0.0043
19980821,0.0191,-1.1549,-0.5496,0.5829,0.4640,0.6607
19980824,0.0191,0.3837,-1.1365,0.3519,0.3363,0.2474
19980825,0.0191,0.2143,-1.3179,-0.1544,0.2929,0.1809
19980826,0.0191,-1.0846,-1.2834,0.5939,0.8315,0.8132
19980827,0.0191,-3.9102,-0.1664,1.0394,0.3920,0.3459
19980828,0.0191,-1.6919,-0.4949,0.9231,0.2865,0.7828
19980831,0.0191,-6.7003,0.5828,2.1599,0.3206,0.9730
19980901,0.0184,3.5675,-1.1637,-0.8428,-0.1040,0.0372
19980902,0.0184,-0.0120,1.2435,-0.8471,-0.5644,-0.5792
19980903,0.0184,-1.0868,-0.9042,0.5170,0.4221,0.9161
19980904,0.0184,-0.7793,0.4960,0.2791,-0.3645,0.0838
19980908,0.0184,4.9310,-1.3450,-1.6060,-0.1809,-0.5640
19980909,0.0184,-1.7617,-0.5218,0.6930,0.0958,0.3090
19980910,0.0184,-2.5189,-0.2050,0.3427,-1.0174,0.3955
19980911,0.0184,2.6769,-0.0444,-1.0453,0.5099,0.4648
19980914,0.0184,2.0432,-0.6274,-0.3391,0.1000,-0.5952
19980915,0.0184,0.7085,-0.7851,0.0337,0.1108,0.0283
19980916,0.0184,0.8466,-0.0273,-0.2790,-0.4382,-0.5695
19980917,0.0184,-2.3475,0.9636,0.3281,-0.2678,-0.1780
19980918,0.0184,0.4095,1.0952,-0.0120,-0.0384,0.1121
19980921,0.0184,0.1955,-0.7178,-0.0593,-0.1454,0.4690
19980922,0.0184,0.6999,0.6784,-0.5316,0.1526,-0.1802
19980923,0.0184,3.2403,-1.4248,-0.6661,-0.2476,-0.2364
19980924,0.0184,-2.0491,0.5063,0.3571,-0.0498,0.0637
19980925,0.0184,0.0867,-0.5867,-0.3251,-0.2364,0.0995
19980928,0.0184,0.3400,-0.2389,0.5054,0.0526,0.1213
19980929,0.0184,-0.1085,-0.7252,0.3549,0.3216,0.7505
19980930,0.0184,-2.5774,2.2487,0.1058,0.1770,0.0601
19981001,0.0152,-3.2763,-0.0533,2.2592,0.0731,1.5636
19981002,0.0152,1.4043,-1.2832,1.0707,-0.4259,-0.4090
19981005,0.0152,-1.9147,-1.8743,2.2347,0.3546,0.6992
19981006,0.0152,-0.5528,-0.5557,0.9332,0.2632,-0.4145
19981007,0.0152,-1.7976,-1.4006,1.5146,0.1847,1.5066
