DATE,MKTRF,SMB,MGMT,PERF,RF
19740926,-0.016400,0.0045597596,0.0086442007,0.0011035315,0.00040
19740927,-0.021100,0.0060924692,0.0113554635,-0.003652713,0.00040
19740930,-0.023700,0.0037647232,0.0074650331,0.0045859218,0.00040
19741001,-0.002300,-0.000820223,-0.000335263,0.0008943124,0.00020
19741002,0.000600,0.0042143988,-0.001836682,-0.007172051,0.00020
19741003,-0.016800,0.0077628142,0.0023813332,-0.002209557,0.00020
19741004,0.000600,-0.006473257,0.006163041,-0.001677181,0.00020
19741007,0.037700,-0.017441598,-0.006785065,-0.00083536,0.00020
19741008,-0.001200,0.0070060478,0.0053907137,-0.004186335,0.00020
19741009,0.042300,-0.016992858,-0.006531536,-0.002628477,0.00020
19741010,0.029500,-0.00351867,-0.019444658,-0.003348494,0.00020
19741011,0.020100,-0.002794974,-0.01711308,-0.009062871,0.00020
19741014,0.022800,-0.003144719,-0.01532,-0.003245004,0.00020
19741015,-0.016300,0.0101483007,0.0108524585,0.0027343825,0.00020
19741016,-0.014100,0.0035986952,-0.006968006,-0.00580184,0.00020
19741017,0.010700,-0.000127893,-0.003321778,0.0064158286,0.00020
19741018,0.013800,-0.008035971,-0.002955544,-0.002135142,0.00020
19741021,0.016900,-0.006568638,-0.007417885,0.0012090974,0.00020
19741022,-0.003100,0.0094633097,0.006593696,0.0050427336,0.00020
19741023,-0.025300,0.0145943217,0.0078901398,0.0022895126,0.00020
19741024,-0.012000,0.0014758021,0.0003136617,0.0043154697,0.00020
19741025,-0.000500,0.000264024,0.0002382333,-0.004840213,0.00020
19741028,-0.000900,-0.001037275,0.0009300652,0.0054281163,0.00020
19741029,0.034300,-0.020571331,0.0017666064,0.0120608508,0.00020
19741030,0.019400,-0.010992781,-0.012013127,0.0039281979,0.00020
19741031,-0.003200,-0.000437968,-0.002945521,-0.003412826,0.00020
19741101,-0.000300,0.0030338337,-0.00144387,-0.001600088,0.00030
19741104,-0.009400,0.0006979362,0.0094406476,0.0031488504,0.00030
19741105,0.025600,-0.012056457,-0.014934271,-0.006777744,0.00030
19741106,-0.001200,-0.002695431,0.0066829564,-0.005450102,0.00030
19741107,0.007400,0.0002397292,-0.004989511,-0.003809655,0.00030
19741108,-0.002100,0.0094892154,0.0044818944,-0.000128791,0.00030
19741111,0.003200,0.0026459523,0.0026589291,-0.005708085,0.00030
19741112,-0.019500,0.0058920565,0.0115458027,0.0100017585,0.00030
19741113,-0.004900,0.0012477307,0.0018814737,0.0009422345,0.00030
19741114,-0.002900,0.0003820788,0.0064137079,-0.001477798,0.00030
19741115,-0.014400,0.0101438862,0.0022000555,-0.006741887,0.00030
19741118,-0.035700,0.0105166675,0.0112630525,0.0033058807,0.00030
19741119,-0.016500,-0.003060957,0.0036419337,-0.00225947,0.00030
19741120,-0.004400,-0.001345715,-0.001389412,0.0015696443,0.00030
19741121,0.004900,-0.003146373,-0.012825434,0.000686364,0.00030
19741122,0.010700,-0.007784558,-0.001292804,-0.003259783,0.00030
19741125,-0.001000,-0.002146106,-0.000452034,0.0064066088,0.00030
19741126,0.009500,-0.005507,-0.005649493,-0.002876,0.00030
19741127,0.006000,-0.001656746,0.0021520487,0.0024082486,0.00030
19741129,0.000700,-0.003417399,0.0008302812,0.0005196249,0.00030
19741202,-0.025100,0.0077883795,0.0079056815,-0.002045586,0.00030
19741203,-0.014800,-0.001916631,0.0078673148,0.0012426554,0.00030
19741204,0.001900,-0.004651609,0.0006540058,-0.00112082,0.00030
19741205,-0.019400,0.0045817952,0.0105087884,0.0035147127,0.00030
19741206,-0.017500,0.0003085379,0.0050136332,0.0001613104,0.00030
19741209,0.005300,-0.017569786,-0.002830202,0.0041148954,0.00030
19741210,0.022700,-0.013594594,-0.004536408,0.0019092307,0.00030
19741211,0.006400,0.0016339387,0.0023879627,-0.001055356,0.00030
19741212,-0.004100,-0.003819914,0.0060484038,0.0008357624,0.00030
19741213,-0.005800,0.0037967785,0.0108455521,-0.005953824,0.00030
19741216,-0.009200,0.005755791,0.0032143807,0.0031919999,0.00030
19741217,0.013300,-0.014837686,0.003287427,0.0070925301,0.00030
19741218,0.004600,0.0009275921,-0.000339427,0.0035236316,0.00030
19741219,-0.003700,-0.003321012,-0.002085324,-0.002091551,0.00030
19741220,-0.011600,0.0048565399,0.0042272096,0.0051547121,0.00030
19741223,-0.014700,0.0009647583,-0.000814856,0.003056408,0.00030
19741224,0.013000,-0.008154193,-0.002677989,-0.004440729,0.00030
19741226,0.008700,-0.002959205,0.0011064529,-0.008005797,0.00030
19741227,-0.004200,0.0050046316,0.0050357658,-0.001918359,0.00030
19741230,-0.000700,-0.005755421,0.0013845188,0.0037058782,0.00030
19741231,0.021700,0.00177752,-0.00882798,-0.011729303,0.00030
19750102,0.024800,0.0048705559,-0.005315587,-0.025019187,0.00030
19750103,0.008000,0.0082799212,-0.000924173,-0.015737825,0.00030
19750106,0.007800,0.0124538128,0.0048857752,-0.012357437,0.00030
19750107,0.000000,0.0046477533,0.0063749906,-0.005481098,0.00030
19750108,-0.011600,0.0120020049,0.0089577425,-0.006240682,0.00030
19750109,0.016000,-0.00667586,-0.005236293,-0.013274794,0.00030
19750110,0.021300,0.0018689329,0.0035217464,-0.011905659,0.00030
19750113,-0.003500,0.0146355227,0.011772934,-0.002375855,0.00030
19750114,-0.007800,0.0086661489,0.0014050928,0.0008844882,0.00030
19750115,0.006700,-0.006441544,-0.002046975,-0.008784918,0.00030
19750116,0.001300,0.0081176516,-0.001001301,-0.00812713,0.00030
19750117,-0.012400,0.0120586981,0.0053295513,-0.004025547,0.00030
19750120,0.000000,-0.001181829,0.0035590144,0.0030998101,0.00030
19750121,-0.004400,0.0063088665,0.006616652,-0.001186922,0.00030
19750122,0.010800,-0.005500748,-0.004045108,0.0048928498,0.00030
19750123,0.005100,0.0078618166,-0.004149797,0.0010222975,0.00030
19750124,0.012500,0.0008208743,-0.003423203,-0.004402688,0.00030
19750127,0.032100,-0.001585496,-0.007757887,0.0002858742,0.00030
19750128,0.008600,0.0082859661,-0.002043152,0.0111084832,0.00030
19750129,0.015500,-0.004770943,-0.004148447,0.0050643576,0.00030
19750130,-0.011300,0.0096800065,-0.003286407,0.0003371496,0.00030
19750131,0.009800,-0.000360547,-0.009063952,0.0028489149,0.00030
19750203,0.012400,0.0047932788,0.0000470287,0.0023010155,0.00020
19750204,-0.003200,-0.001045115,-0.002259895,0.006206892,0.00020
19750205,0.016300,-0.005119721,-0.007965433,0.0026095864,0.00020
19750206,-0.001300,0.0092619985,-0.004187639,-0.002080902,0.00020
19750207,-0.000300,-0.003867559,0.0011828354,0.0026193683,0.00020
19750210,-0.003100,0.0017563892,-0.00046936,0.0058514503,0.00020
19750211,0.001700,-0.004078097,-0.002728944,0.0006134815,0.00020
19750212,0.015700,-0.009533554,-0.010431613,0.0028899721,0.00020
19750213,0.013200,0.002386996,-0.000523213,0.0077830469,0.00020
19750214,0.005100,0.0007277853,-0.006830129,0.010835063,0.00020
19750218,-0.006800,0.0054924021,0.0055572633,0.0052964287,0.00020
19750219,0.004700,-0.007631611,-0.003219004,0.0044020581,0.00020
19750220,0.009300,-0.003117112,0.0002420672,0.0008764438,0.00020
19750221,0.004400,-0.001919305,0.0037983231,0.0011650766,0.00020
19750224,-0.012800,0.0060267973,0.0014443859,-0.000712422,0.00020
19750225,-0.022500,0.0046764937,0.0041699159,0.0039169671,0.00020
19750226,0.008500,0.0003400106,-0.001890806,0.0074239656,0.00020
19750227,0.005100,-0.000628729,-0.001796483,-0.008940717,0.00020
19750228,0.008600,-0.003430794,0.0036469722,-0.000347168,0.00020
19750303,0.017100,-0.003249176,-0.005393608,-0.000931455,0.00020
19750304,0.006800,0.0004008588,-0.002239438,0.0077011045,0.00020
19750305,-0.007500,0.004449771,-0.001307603,0.0027382773,0.00020
19750306,0.008900,-0.00067076,-0.002444168,0.0032989735,0.00020
19750307,0.007500,0.0056599903,-0.003175439,0.0030883382,0.00020
19750310,0.007400,0.005788254,0.0024416888,0.0043026079,0.00020
19750311,-0.005300,0.0098433236,0.0106276084,0.0046464129,0.00020
19750312,-0.009000,0.0006288163,0.0024092522,-0.002143971,0.00020
19750313,0.002700,0.0060039151,-0.009756698,0.0021566676,0.00020
19750314,0.013600,0.0012212255,-0.007132393,-0.004116696,0.00020
19750317,0.013600,-0.001104047,-0.002519609,0.0017856704,0.00020
19750318,-0.009000,-0.002480818,-0.002718187,-0.000588256,0.00020
19750319,-0.008900,0.0035678426,-0.003607607,-0.003534665,0.00020
19750320,-0.006800,0.0084047626,0.0022167552,-0.003278862,0.00020
19750321,-0.002100,0.000540695,0.0026496594,-0.00033337,0.00020
19750324,-0.023000,-0.001465767,0.0080552878,0.0011583413,0.00020
19750325,0.005800,-0.00357722,-0.00727823,0.0062626608,0.00020
19750326,0.017600,-0.000944466,-0.005512104,0.0028952942,0.00020
19750327,0.003400,0.0021673219,-0.002567894,-0.000092175,0.00020
19750331,-0.005600,0.0059121322,0.0032819107,0.0012450186,0.00020
19750401,-0.008100,-0.000462416,-0.000653697,-0.00153982,0.00020
19750402,-0.002300,0.0032570266,-0.002483062,-0.00105412,0.00020
19750403,-0.010300,0.0050771896,-0.002085187,0.0015012191,0.00020
19750404,-0.005900,0.0049411179,-0.001663998,-0.00082123,0.00020
19750407,-0.006800,-0.001243467,-0.000075129,0.0013534438,0.00020
19750408,0.005800,-0.003981793,0.0039777733,0.0033011593,0.00020
19750409,0.020000,-0.008392979,-0.004984639,0.0030078723,0.00020
19750410,0.010200,-0.000991328,0.0006164534,0.0051418962,0.00020
19750411,0.005800,0.0017960745,0.0004019719,0.0017279293,0.00020
19750414,0.015500,-0.000931862,-0.002553421,0.0026997143,0.00020
19750415,0.006600,-0.002523286,0.0025261237,0.0038583669,0.00020
19750416,0.003900,0.0027702753,-0.009637367,0.0010076371,0.00020
19750417,0.007300,0.0014342616,-0.003552917,-0.001631017,0.00020
19750418,-0.009000,0.0104252266,-0.003580526,-0.006297953,0.00020
19750421,0.010800,0.0014087138,-0.003978106,-0.002212192,0.00020
19750422,-0.002700,0.0007284413,0.0087651027,0.0040504058,0.00020
19750423,-0.010400,-0.00027451,0.00278214,0.0005566583,0.00020
19750424,-0.000200,0.0019116935,0.0019752666,0.0019986625,0.00020
19750425,0.007000,0.00312358,0.0024454209,0.0050984132,0.00020
19750428,-0.003800,0.0021244673,0.0023186763,0.0014146461,0.00020
19750429,-0.007700,-0.003170941,0.0004714346,0.0028982006,0.00020
19750430,0.016500,-0.012624828,-0.00452569,0.0041539543,0.00020
19750501,0.008600,-0.004351639,-0.001407079,0.0023233093,0.00020
19750502,0.012400,-0.004849167,0.0004284774,-0.00243003,0.00020
19750505,0.009700,-0.000271954,-0.001902563,-0.000982054,0.00020
19750506,-0.012800,0.0023304421,-0.001004022,-0.005498103,0.00020
19750507,0.004700,0.0025339427,-0.002469166,0.0024874282,0.00020
19750508,0.007300,0.0029568277,0.003401511,-0.005209247,0.00020
19750509,0.011500,-0.001928375,0.0008782654,-0.000653662,0.00020
19750512,0.000500,0.0032989151,-0.004654965,0.0027440422,0.00020
19750513,0.008100,-0.004424275,0.0016237232,0.0021467484,0.00020
19750514,0.007400,-0.003070564,0.0014964043,0.0010165139,0.00020
19750515,-0.007600,-0.000118656,-0.002325077,-0.000530696,0.00020
19750516,-0.009400,0.0099271355,0.001253723,-0.001043999,0.00020
19750519,0.000700,0.0041277378,-0.000116459,0.0025925723,0.00020
19750520,-0.004100,0.0059898313,-0.005246075,-0.000237237,0.00020
19750521,-0.011300,0.0015935556,-0.000352653,0.0014631474,0.00020
19750522,0.003900,-0.000235381,-0.004853294,0.0022558137,0.00020
19750523,0.012900,-0.00351315,-0.003061898,0.0025752315,0.00020
19750527,-0.001000,0.0014871581,-0.003501715,-0.001271041,0.00020
19750528,-0.006600,0.0007649507,-0.002436005,0.0027092994,0.00020
19750529,0.000100,0.0000997376,-0.002930348,-0.000816254,0.00020
19750530,0.016200,-0.002375176,-0.000675767,0.0018095068,0.00020
19750602,0.014200,-0.002458264,-0.004643714,0.0073494437,0.00020
19750603,0.003300,-0.001933743,-0.002090083,-0.004794206,0.00020
19750604,-0.001900,0.0022504616,-0.001066087,-0.003819499,0.00020
19750605,0.001100,0.0012790674,0.0029879164,0.0009535098,0.00020
19750606,-0.001100,0.0004256796,0.0032475334,-0.005896159,0.00020
19750609,-0.012400,0.0051413698,0.0053962254,-0.005635868,0.00020
19750610,-0.008400,0.0016405263,-0.000938113,-0.000968635,0.00020
19750611,0.001200,0.0020121533,0.0032883776,-0.000710281,0.00020
19750612,-0.005100,0.0016693929,0.0064312328,-0.004347109,0.00020
19750613,0.004800,-0.001474627,-0.000636624,-0.003455183,0.00020
19750616,0.009600,-0.005710127,-0.000226652,-0.005310194,0.00020
19750617,-0.008400,0.0007983988,0.0054956154,-0.009660548,0.00020
19750618,-0.002000,-0.001257013,0.0001830309,-0.002351371,0.00020
19750619,0.017800,-0.003022125,0.0009434314,-0.000393252,0.00020
19750620,0.006800,-0.001211619,0.0007759933,-0.000583198,0.00020
19750623,0.010800,-0.001154351,-0.002746765,0.0055910417,0.00020
19750624,0.006500,0.0006208093,-0.000722932,-0.003868054,0.00020
19750625,0.004200,0.0031205755,-0.000420658,0.0027488933,0.00020
19750626,0.002200,0.002909645,0.0046703389,-0.003094106,0.00020
19750627,0.000200,0.0030218839,-0.000289876,-0.000134124,0.00020
19750630,0.004700,0.0016562823,0.0001798723,-0.000237403,0.00020
19750701,-0.004100,-0.000330678,0.0028853577,-0.001628004,0.00020
19750702,-0.007900,0.0031280039,0.0031010666,0.0022105499,0.00020
19750703,0.003500,0.0057262642,-0.004448678,0.0012461511,0.00020
19750707,-0.008200,0.0034936242,0.004818634,-0.004004585,0.00020
19750708,-0.001800,0.0056534645,0.0044116473,0.0002687698,0.00020
19750709,0.015200,0.0052666622,-0.002810569,0.0005449354,0.00020
19750710,0.000600,0.0019846905,0.0054064765,0.0006147617,0.00020
19750711,-0.000200,0.0063485991,0.0040624544,0.0018058582,0.00020
19750714,0.005500,0.0033836752,0.0015444159,0.004493355,0.00020
19750715,0.004500,0.0013891272,0.0044082243,-0.003622475,0.00020
19750716,-0.009900,0.0004331747,-0.000701527,-0.002734007,0.00020
19750717,-0.009000,0.0041376584,0.0000737882,-0.003488969,0.00020
19750718,-0.003500,0.0031783084,-0.002013196,0.0016894658,0.00020
19750721,-0.007200,0.0007480286,0.0002626911,-0.002616847,0.00020
19750722,-0.011400,-0.001973097,-0.000925641,0.0014133726,0.00020
19750723,-0.014600,-0.004290789,0.0048980546,-0.000303638,0.00020
19750724,-0.003600,-0.004964635,0.0033852819,0.0026321045,0.00020
19750725,-0.008200,0.0042414009,0.0009890768,-0.000040874,0.00020
19750728,-0.007400,-0.003486975,-0.001283411,-0.000740034,0.00020
19750729,-0.006500,-0.001712441,0.0032772797,-0.001174628,0.00020
19750730,0.006900,-0.003482029,-0.000273241,0.0018991911,0.00020
19750731,-0.000100,0.0033041024,0.0016597858,-0.003875755,0.00020
19750801,-0.009800,-0.000914553,0.0033519856,-0.001293759,0.00020
19750804,-0.009800,-0.001346228,0.0037075374,-0.000554339,0.00020
19750805,-0.011300,-0.003262308,0.0019272067,-0.004453732,0.00020
19750806,-0.000100,-0.00334028,-0.003184665,0.0004461105,0.00020
19750807,-0.000500,-0.004079736,0.0003299585,-0.000165301,0.00020
19750808,-0.003500,-0.004048602,0.0016672989,-0.002046239,0.00020
19750811,0.004700,-0.006076123,-0.004552817,0.0071290478,0.00020
19750812,0.006500,0.0006299343,0.0014042112,0.0034959392,0.00020
19750813,-0.012200,0.0010872724,0.0071206478,-0.004239941,0.00020
19750814,-0.005800,-0.000999087,-0.000333949,0.0041392871,0.00020
19750815,0.007400,0.000525521,-0.003011629,0.0048061294,0.00020
19750818,-0.002200,0.002487955,0.0018257791,-0.001750119,0.00020
19750819,-0.015700,-0.001283459,0.0060917407,0.0001591937,0.00020
19750820,-0.020300,0.0010511065,0.0040811485,-0.001173556,0.00020
19750821,-0.001200,-0.005639669,-0.002193699,0.0003875722,0.00020
19750822,0.013900,-0.001690438,-0.001659967,0.0019983127,0.00020
19750825,0.009500,-0.003449301,-0.000504247,-0.002914483,0.00020
19750826,-0.011800,0.0016998989,0.0065245128,-0.001647148,0.00020
19750827,0.004800,-0.004217476,-0.005424364,0.0030647989,0.00020
19750828,0.022600,0.0004130066,-0.005861995,0.0086830322,0.00020
19750829,0.007200,0.0042233485,-0.000566192,0.0050590476,0.00020
19750902,-0.015600,0.0028363405,0.0042108378,0.0008875231,0.00030
19750903,0.004700,-0.004066287,-0.001221144,0.0061857779,0.00030
19750904,0.001600,-0.000163641,-0.000780802,0.002152169,0.00030
19750905,-0.006400,0.0030513583,0.0023181426,-0.001483211,0.00030
19750908,0.001500,-0.001688213,-0.000754999,0.0003193083,0.00030
19750909,-0.013600,0.005389137,0.0052876573,-0.006023634,0.00030
19750910,-0.011700,-0.005644246,-0.001037643,0.0002583912,0.00030
19750911,-0.003900,0.00500622,-0.000179347,0.0028961242,0.00030
19750912,-0.002400,0.0017083948,-0.001356322,0.004707091,0.00030
19750915,-0.005500,-0.000401572,-0.001161985,-0.000205322,0.00030
19750916,-0.009500,-0.000958079,-0.002217412,-0.001726666,0.00030
19750917,0.001900,-0.005583191,-0.001865553,0.0022914211,0.00030
19750918,0.018300,-0.004999505,0.0016658503,0.0052220146,0.00030
19750919,0.022200,-0.002251369,-0.004380677,0.0031035971,0.00030
19750922,-0.008400,0.0024116213,0.0031276859,0.0013706274,0.00030
19750923,-0.001500,-0.001434708,-0.000821074,0.0062440899,0.00030
19750924,0.009500,0.0002700054,0.0029287051,0.0006030385,0.00030
19750925,-0.001800,-0.001167123,-0.001405312,0.0012135793,0.00030
19750926,0.005100,-0.001056651,-0.00292663,0.0029867088,0.00030
19750929,-0.012400,0.002189975,0.0038789922,0.0005911399,0.00030
19750930,-0.014200,-0.001063699,0.0020788931,-0.001416105,0.00030
19751001,-0.011600,-0.002374705,0.0040543627,-0.004093928,0.00020
19751002,0.008900,-0.005956257,-0.005248995,0.0059115735,0.00020
19751003,0.023800,-0.007611862,-0.006011423,0.003445054,0.00020
19751006,0.010200,-0.000152524,-0.001230286,0.0082236178,0.00020
19751007,-0.001500,0.0004963997,0.0024011141,-0.000718235,0.00020
19751008,0.012100,-0.003712238,-0.000666714,0.0085433483,0.00020
19751009,0.004500,-0.007017947,-0.001762469,0.0007408687,0.00020
19751010,-0.001000,0.0007795156,-0.00254317,-0.003763551,0.00020
19751013,0.013400,-0.001166791,0.0000669145,0.002636905,0.00020
19751014,-0.000400,0.003313276,0.0044399483,-0.003819161,0.00020
19751015,-0.000700,0.0003307965,0.001614606,-0.000709226,0.00020
19751016,0.001700,0.0005418283,0.0061630657,-0.002112386,0.00020
19751017,-0.006000,-0.001605042,0.001372162,-0.000403053,0.00020
19751020,0.009400,-0.007361953,-0.001474616,0.0063604086,0.00020
19751021,0.007800,-0.003901528,0.0041354163,-0.001595256,0.00020
19751022,0.001800,-0.000124644,0.002543769,-0.002685943,0.00020
19751023,0.004900,-0.000520015,0.0017888786,0.0022728298,0.00020
19751024,-0.013300,0.0088463406,0.0007870117,-0.00422488,0.00020
19751027,-0.001100,0.0010263154,-0.003717312,0.0062419629,0.00020
19751028,0.007700,-0.001404478,0.0036255222,0.001370874,0.00020
19751029,-0.013400,-0.001738074,-0.000254397,-0.000858865,0.00020
19751030,-0.001800,-1.091673E-6,0.0017103124,0.0018449722,0.00020
19751031,-0.002600,0.0030290647,0.0014737101,-0.002659127,0.00020
19751103,-0.009400,0.0050220012,0.0014659762,-0.003554147,0.00020
19751104,0.004100,-0.001038418,0.0001832614,0.0008486414,0.00020
19751105,0.008300,0.00013685,0.0051522002,0.0015757479,0.00020
19751106,0.004300,-0.001309872,0.0017119374,0.0016550453,0.00020
19751107,-0.001600,0.0015763028,0.0023924808,-0.000894565,0.00020
19751110,0.000000,-0.001747201,0.0005494705,0.001057066,0.00020
19751111,0.006000,-0.004720458,0.0017290961,0.0007601545,0.00020
19751112,0.014700,0.0005274382,-0.000737892,0.0026337686,0.00020
19751113,-0.000500,0.0023897047,-0.002700499,-0.00327393,0.00020
19751114,-0.001200,0.0015257934,-0.000307718,0.0034183034,0.00020
19751117,0.004900,-0.004015812,-0.003205374,0.001963292,0.00020
19751118,-0.005200,-0.001223121,0.0044522094,-0.001617927,0.00020
19751119,-0.010900,0.0037550037,0.0006332194,0.0010423121,0.00020
19751120,-0.004100,0.0062557732,0.0029151443,0.0014298128,0.00020
19751121,-0.000600,0.0015868211,0.0003762512,-0.003649455,0.00020
19751124,0.002800,-0.001642198,-0.001805286,0.004561672,0.00020
19751125,0.009300,-0.005927928,-0.002594737,0.0039543867,0.00020
19751126,0.003000,-0.000759551,-0.000504181,-0.001074987,0.00020
19751128,0.002700,-0.000664381,0.0019277162,-0.000705305,0.00020
19751201,-0.005900,0.0021840422,0.0019714478,-0.000408809,0.00020
19751202,-0.015500,-0.00196579,0.0010475568,-0.005954859,0.00020
19751203,-0.020700,-0.001364627,-0.000337592,-0.003912726,0.00020
19751204,0.001300,-0.00416115,0.002658144,0.0027788083,0.00020
19751205,-0.010700,0.0068642483,0.0022505631,-0.000262009,0.00020
19751208,0.001400,-0.007584379,-0.003017173,0.0006834566,0.00020
19751209,0.000900,-0.005803584,-0.000747022,0.0019514326,0.00020
19751210,0.009000,-0.001069763,0.0002630031,-0.001147362,0.00020
19751211,-0.002500,0.0038502387,0.0058068209,0.0007423889,0.00020
19751212,-0.000800,-0.001331604,0.0019914993,-0.002953042,0.00020
19751215,0.002000,-0.006233437,0.0004820649,0.0000459538,0.00020
19751216,0.009400,0.0009068941,-0.000668876,0.0032594862,0.00020
19751217,0.002900,0.0026029759,-0.000034439,-0.003921832,0.00020
19751218,0.003500,0.000578122,0.0006453171,-0.005184364,0.00020
19751219,-0.006500,0.0064800952,0.0004104029,-0.003696666,0.00020
19751222,-0.007300,0.0023308453,0.0027685879,-0.000616364,0.00020
19751223,0.005900,-0.00150972,0.0019127018,0.0001417926,0.00020
19751224,0.008200,0.004626397,-0.003278959,-0.003910337,0.00020
19751226,0.009000,-0.000758912,0.0012106717,-0.002833641,0.00020
19751229,-0.001600,0.0018878963,0.0004602432,0.0013342822,0.00020
19751230,-0.003700,0.0011774351,-0.000296626,-0.000760962,0.00020
19751231,0.006200,0.0089332409,-0.00018106,-0.006336512,0.00020
19760102,0.007900,0.0044243973,-0.000196688,-0.006271624,0.00020
19760105,0.017800,0.0008118132,-0.000640755,-0.001851524,0.00020
19760106,0.011900,0.0048463657,0.0052457222,-0.000567226,0.00020
19760107,0.005300,-0.002257453,-0.00291864,0.0039699931,0.00020
19760108,0.006800,0.0033444426,0.0017449329,0.0000116917,0.00020
19760109,0.004300,0.0038418452,0.0033801898,0.0000953431,0.00020
19760112,0.013000,0.0037202779,0.0024093013,0.0091131302,0.00020
19760113,-0.007200,0.0027741714,0.0023906344,-0.002315893,0.00020
19760114,0.015800,0.0064463024,-0.000053865,0.0028963111,0.00020
19760115,-0.004500,0.0060757069,0.0042801065,-0.002031316,0.00020
19760116,0.004400,0.0052211022,0.0022975217,-0.000188786,0.00020
19760119,0.012100,0.0055319218,0.0103062099,0.0062123767,0.00020
19760120,0.004900,-0.001670302,0.0051394427,0.001868582,0.00020
19760121,-0.004900,0.0054541854,0.0037807704,0.0003132298,0.00020
19760122,-0.001900,0.0089751054,-0.001045257,0.0037614535,0.00020
19760123,0.011500,0.0072340161,-0.001676802,0.0026039501,0.00020
19760126,0.004100,0.0015312299,-0.004503336,-0.000045607,0.00020
19760127,-0.005300,0.0072846718,-0.001921029,-0.006183502,0.00020
19760128,-0.004600,0.0006510629,0.0006123208,-0.001466725,0.00020
19760129,0.016700,0.000810635,-0.003001139,0.0011020736,0.00020
19760130,0.007300,-0.000448799,-0.001510782,-0.002060335,0.00020
19760202,0.001400,0.0071843023,-0.000392838,-0.003672976,0.00020
19760203,0.004200,0.0039249767,0.001983772,-0.003486901,0.00020
19760204,0.008700,0.0070420924,-0.004834426,-0.004416022,0.00020
19760205,-0.013100,0.0025046589,0.0030543445,-0.003022375,0.00020
19760206,-0.008500,0.0018359156,-0.000896455,0.0020993776,0.00020
19760209,0.002700,0.0077573344,0.0049888886,-0.000862178,0.00020
19760210,0.007900,0.002521563,0.0058696706,0.0027415378,0.00020
19760211,0.004300,0.0037131373,-0.00044569,-0.001190635,0.00020
19760212,-0.003600,0.0088265055,0.0004510835,0.00139838,0.00020
19760213,-0.004100,0.0052144389,0.00091454,0.0014429702,0.00020
19760217,-0.005200,0.0047428094,0.0043229746,-0.001582605,0.00020
19760218,0.007900,0.0065771743,0.0053911012,0.0029870437,0.00020
19760219,0.015900,0.0026382861,0.005479659,-0.001647557,0.00020
19760220,0.006700,-0.00002107,0.0025281302,0.0017658391,0.00020
19760223,-0.003000,0.0003458299,0.0016474484,-0.005267925,0.00020
19760224,0.004900,-0.000165466,0.0086838835,0.0018314219,0.00020
19760225,-0.001600,0.0022026025,0.0049798963,-0.002624729,0.00020
19760226,-0.014800,0.0000766694,0.0015390006,-0.000988842,0.00020
19760227,-0.006800,-0.003252615,-0.002889699,0.0026279327,0.00020
19760301,0.003200,0.0010838019,0.0018726589,0.0027688083,0.00020
19760302,0.005800,0.0067113266,0.0025629097,0.0041017095,0.00020
19760303,-0.005600,0.0059692458,0.0012616163,0.003034907,0.00020
19760304,-0.009600,0.0005411203,-0.000680266,0.001534349,0.00020
19760305,0.001200,0.000072762,0.0003597537,0.0014608816,0.00020
19760308,0.010100,0.0019675833,0.0047183979,0.0053511537,0.00020
19760309,0.002700,-0.00546423,0.0016659949,-0.001624094,0.00020
19760310,0.003500,-0.001907599,0.0008843661,0.0025156436,0.00020
19760311,0.008300,-0.001679412,0.0047442644,0.0017565244,0.00020
19760312,-0.008700,-0.002594368,-0.003525229,-0.005461509,0.00020
19760315,-0.011200,-0.00175676,-0.003394786,0.0009133791,0.00020
19760316,0.009800,-0.003856157,0.0012885717,-0.000045,0.00020
19760317,-0.000300,0.0036796234,0.0016005734,-0.004717641,0.00020
19760318,-0.004100,-0.002006483,-0.003242479,-0.005814684,0.00020
19760319,0.001000,-0.001681087,-0.000044593,-0.000999062,0.00020
19760322,0.000600,-0.00026622,0.0011687456,-0.001007196,0.00020
19760323,0.013000,-0.010851343,-0.003718461,0.001540893,0.00020
19760324,0.010300,-0.006614581,-0.000895162,0.003749562,0.00020
19760325,-0.005500,-0.001527035,-0.00015502,-0.004219699,0.00020
19760326,0.001000,0.0038140376,0.0015109117,-0.002489605,0.00020
19760329,-0.004000,0.0000689449,0.000264044,-0.000880458,0.00020
19760330,-0.004300,-0.000095496,-0.001358671,-0.000867801,0.00020
19760331,0.006200,0.0011957594,-0.000243646,0.0027343654,0.00020
19760401,-0.004300,0.0053060461,-0.00141093,-0.000057944,0.00020
19760402,0.000300,0.0028534352,-0.001278789,0.0018502592,0.00020
19760405,0.011500,-0.001108842,-0.001315915,0.0027467421,0.00020
19760406,-0.000900,-0.00146205,0.0017505267,-0.003451291,0.00020
19760407,-0.011800,0.0003411161,0.0003827328,-0.005489367,0.00020
19760408,-0.009800,-0.004540814,-0.003922062,-0.001745096,0.00020
19760409,-0.010400,-0.004571319,-0.004609599,0.0016148541,0.00020
19760412,-0.002000,-0.00382208,-0.002170745,-0.004350585,0.00020
19760413,0.006500,-0.004548062,-0.002397852,0.0011196332,0.00020
19760414,-0.006200,0.003964674,-0.003394249,-0.001604194,0.00020
19760415,0.003300,0.0000984252,-0.000860218,0.0007745772,0.00020
19760419,0.006800,0.0016769608,0.0021574387,0.002610918,0.00020
